problem,language,path,avg_duration_sec,avg_pkg_joules,avg_dram_joules,error
552__student-attendance-record-ii,cpp,new_transpiled_solutions/552__student-attendance-record-ii/cpp/student-attendance-record-ii_benchmark.cpp,0.027899837493896483,0.3743583,0.0277281,
552__student-attendance-record-ii,python2,new_transpiled_solutions/552__student-attendance-record-ii/cpp/student-attendance-record-ii_with_tests.py,0.6694080352783203,10.4234107,0.2487115,
564__find-the-closest-palindrome,cpp,new_transpiled_solutions/564__find-the-closest-palindrome/cpp/find-the-closest-palindrome_benchmark.cpp,0.01752018928527832,0.2855218,0.0219786,
564__find-the-closest-palindrome,python2,new_transpiled_solutions/564__find-the-closest-palindrome/cpp/find-the-closest-palindrome_with_tests.py,,,,"Command '['python2', 'new_transpiled_solutions/564__find-the-closest-palindrome/cpp/find-the-closest-palindrome_with_tests.py']' returned non-zero exit status 1."
587__erect-the-fence,cpp,new_transpiled_solutions/587__erect-the-fence/cpp/erect-the-fence_benchmark.cpp,0.022932100296020507,0.3784901,0.0236696,
587__erect-the-fence,python2,new_transpiled_solutions/587__erect-the-fence/cpp/erect-the-fence_with_tests.py,0.22475659847259521,3.5945403000000002,0.1003476,
591__tag-validator,cpp,new_transpiled_solutions/591__tag-validator/cpp/tag-validator_benchmark.cpp,0.0038348674774169923,0.064752,0.0055787,
591__tag-validator,python2,new_transpiled_solutions/591__tag-validator/cpp/tag-validator_with_tests.py,0.061883187294006346,1.1001681,0.0542053,
600__non-negative-integers-without-consecutive-ones,cpp,new_transpiled_solutions/600__non-negative-integers-without-consecutive-ones/cpp/non-negative-integers-without-consecutive-ones_benchmark.cpp,0.003087162971496582,0.0597472,0.0045653,
600__non-negative-integers-without-consecutive-ones,python2,new_transpiled_solutions/600__non-negative-integers-without-consecutive-ones/cpp/non-negative-integers-without-consecutive-ones_with_tests.py,0.059548139572143555,0.9859105,0.0452515,
60__permutation-sequence,cpp,new_transpiled_solutions/60__permutation-sequence/cpp/permutation-sequence_benchmark.cpp,0.004565382003784179,0.0746579,0.0067627,
60__permutation-sequence,python2,new_transpiled_solutions/60__permutation-sequence/cpp/permutation-sequence_with_tests.py,0.04592127799987793,0.7928205,0.0402769,
629__k-inverse-pairs-array,cpp,new_transpiled_solutions/629__k-inverse-pairs-array/cpp/k-inverse-pairs-array_benchmark.cpp,0.042007040977478025,0.6934678,0.0373104,
629__k-inverse-pairs-array,python2,new_transpiled_solutions/629__k-inverse-pairs-array/cpp/k-inverse-pairs-array_with_tests.py,4.155109810829162,67.1340871,1.3919458,
630__course-schedule-iii,cpp,new_transpiled_solutions/630__course-schedule-iii/cpp/course-schedule-iii_benchmark.cpp,0.012592482566833495,0.1955072,0.0146667,
630__course-schedule-iii,python2,new_transpiled_solutions/630__course-schedule-iii/cpp/course-schedule-iii_with_tests.py,0.11075267791748047,1.8233474,0.0653499,
639__decode-ways-ii,cpp,new_transpiled_solutions/639__decode-ways-ii/cpp/decode-ways-ii_benchmark.cpp,0.00353240966796875,0.0642026,0.0053831999999999994,
639__decode-ways-ii,python2,new_transpiled_solutions/639__decode-ways-ii/cpp/decode-ways-ii_with_tests.py,0.06918387413024903,1.2002289,0.0599606,
